processes,vertices,delta,enable_ios,enable_push_pull_pruning,enable_hybridization,hybridization_tau,enable_load_balancing,elapsed_time
48,32768,19,1,1,1,0.4,0,0.0474155
48,524288,19,1,1,1,0.4,0,0.233849
48,1048576,19,1,1,1,0.4,0,0.544955
96,1048576,19,1,1,1,0.4,0,0.659387
48,524288,19,1,1,1,0.4,0,0.422397
48,1048576,19,1,1,1,0.4,0,0.846333
72,1048576,19,1,1,1,0.4,0,0.423063
72,262144,19,1,1,1,0.4,0,0.181509
96,16384,19,1,1,1,0.4,0,0.0447793
72,65536,19,1,1,1,0.4,0,0.0572884
24,131072,19,1,1,1,0.4,0,0.145569
96,65536,19,1,1,1,0.4,0,0.0722835
24,131072,19,1,1,1,0.4,0,0.0963297
96,2097152,19,1,1,1,0.4,0,0.748447
48,16384,19,1,1,1,0.4,0,0.0395842
24,2048,19,1,1,1,0.4,0,0.0206571
96,524288,19,1,1,1,0.4,0,0.189004
24,16384,19,1,1,1,0.4,0,0.0258038
96,4096,19,1,1,1,0.4,0,0.0331812
72,131072,19,1,1,1,0.4,0,0.0675447
72,2097152,19,1,1,1,0.4,0,0.868552
96,8192,19,1,1,1,0.4,0,0.0304551
72,1024,19,1,1,1,0.4,0,0.0283601
24,524288,19,1,1,1,0.4,0,0.540668
48,8192,19,1,1,1,0.4,0,0.0280445
48,32768,19,1,1,1,0.4,0,0.0344224
48,1024,19,1,1,1,0.4,0,0.0257885
72,4194304,19,1,1,1,0.4,0,1.97625
96,262144,19,1,1,1,0.4,0,0.108535
48,262144,19,1,1,1,0.4,0,0.134495
72,524288,19,1,1,1,0.4,0,0.206258
48,131072,19,1,1,1,0.4,0,0.0707946
72,131072,19,1,1,1,0.4,0,0.105654
72,32768,19,1,1,1,0.4,0,0.0517359
96,131072,19,1,1,1,0.4,0,0.10977
48,8192,19,1,1,1,0.4,0,0.0298231
24,4194304,19,1,1,1,0.4,0,4.84389
24,65536,19,1,1,1,0.4,0,0.0854096
24,2048,19,1,1,1,0.4,0,0.0197599
24,32768,19,1,1,1,0.4,0,0.0511875
96,32768,19,1,1,1,0.4,0,0.035454
96,2097152,19,1,1,1,0.4,0,1.35256
72,16384,19,1,1,1,0.4,0,0.0470231
24,4096,17,1,1,1,0.4,0,0.0223348
96,4194304,17,1,1,1,0.4,0,2.54558
24,4194304,17,1,1,1,0.4,0,5.24613
24,65536,17,1,1,1,0.4,0,0.0522668
48,4194304,17,1,1,1,0.4,0,3.48882
24,8192,17,1,1,1,0.4,0,0.0199909
24,2097152,17,1,1,1,0.4,0,2.26789
96,262144,17,1,1,1,0.4,0,0.175276
96,1048576,17,1,1,1,0.4,0,0.456823
24,1024,17,1,1,1,0.4,0,0.0137455
24,4096,17,1,1,1,0.4,0,0.0209298
72,1024,17,1,1,1,0.4,0,0.026726
72,262144,17,1,1,1,0.4,0,0.118483
48,2048,17,1,1,1,0.4,0,0.0300968
24,1024,17,1,1,1,0.4,0,0.0196092
48,4096,17,1,1,1,0.4,0,0.0320182
72,2048,17,1,1,1,0.4,0,0.0308883
48,131072,17,1,1,1,0.4,0,0.118032
72,4096,17,1,1,1,0.4,0,0.0403516
24,2097152,17,1,1,1,0.4,0,2.29746
24,32768,17,1,1,1,0.4,0,0.0338876
24,262144,17,1,1,1,0.4,0,0.255726
96,8192,17,1,1,1,0.4,0,0.0395594
24,16384,17,1,1,1,0.4,0,0.0336487
72,16384,17,1,1,1,0.4,0,0.0460224
96,32768,17,1,1,1,0.4,0,0.0530031
48,2097152,17,1,1,1,0.4,0,1.53345
48,65536,17,1,1,1,0.4,0,0.0581479
48,4096,17,1,1,1,0.4,0,0.0265713
48,1024,17,1,1,1,0.4,0,0.0207381
96,4194304,17,1,1,1,0.4,0,2.17559
24,262144,17,1,1,1,0.4,0,0.176371
96,4096,17,1,1,1,0.4,0,0.0303693
96,65536,17,1,1,1,0.4,0,0.0568006
48,2048,17,1,1,1,0.4,0,0.0244851
96,1024,17,1,1,1,0.4,0,0.0221276
72,4194304,17,1,1,1,0.4,0,2.69854
72,65536,17,1,1,1,0.4,0,0.0646937
48,262144,17,1,1,1,0.4,0,0.205106
96,2048,17,1,1,1,0.4,0,0.0256188
48,65536,17,1,1,1,0.4,0,0.0739374
72,2097152,17,1,1,1,0.4,0,1.38459
24,524288,17,1,1,1,0.4,0,0.373059
72,2048,17,1,1,1,0.4,0,0.0297108
72,524288,17,1,1,1,0.4,0,0.333968
24,8192,17,1,1,1,0.4,0,0.030278
72,4096,17,1,1,1,0.4,0,0.0373023
96,2048,17,1,1,1,0.4,0,0.030807
72,1048576,17,1,1,1,0.4,0,0.656597
72,8192,17,1,1,1,0.4,0,0.0458186
48,16384,17,1,1,1,0.4,0,0.0375185
96,16384,17,1,1,1,0.4,0,0.0361354
72,8192,17,1,1,1,0.4,0,0.0362561
48,4194304,17,1,1,1,0.4,0,3.32595
96,524288,17,1,1,1,0.4,0,0.330107
96,131072,17,1,1,1,0.4,0,0.0771365
48,2097152,17,1,1,1,0.4,0,1.70693
96,1024,17,1,1,1,0.4,0,0.0236154
72,32768,17,1,1,1,0.4,0,0.0465453
24,1048576,17,1,1,1,0.4,0,1.0906
24,1048576,17,1,1,1,0.4,0,0.895823
48,32768,17,1,1,1,0.4,0,0.0486982
48,524288,17,1,1,1,0.4,0,0.264688
48,1048576,17,1,1,1,0.4,0,0.600311
96,1048576,17,1,1,1,0.4,0,0.636355
48,524288,17,1,1,1,0.4,0,0.401885
48,1048576,17,1,1,1,0.4,0,0.815575
72,1048576,17,1,1,1,0.4,0,0.513183
72,262144,17,1,1,1,0.4,0,0.18043
96,16384,17,1,1,1,0.4,0,0.0429535
72,65536,17,1,1,1,0.4,0,0.0604055
24,131072,17,1,1,1,0.4,0,0.153268
96,65536,17,1,1,1,0.4,0,0.0693128
24,131072,17,1,1,1,0.4,0,0.079927
96,2097152,17,1,1,1,0.4,0,1.06361
48,16384,17,1,1,1,0.4,0,0.0382674
24,2048,17,1,1,1,0.4,0,0.0186486
96,524288,17,1,1,1,0.4,0,0.196762
24,16384,17,1,1,1,0.4,0,0.0274286
96,4096,17,1,1,1,0.4,0,0.0342681
72,131072,17,1,1,1,0.4,0,0.0802381
72,2097152,17,1,1,1,0.4,0,1.19414
96,8192,17,1,1,1,0.4,0,0.0327852
72,1024,17,1,1,1,0.4,0,0.0299132
24,524288,17,1,1,1,0.4,0,0.522013
48,8192,17,1,1,1,0.4,0,0.0301554
48,32768,17,1,1,1,0.4,0,0.0438838
48,1024,17,1,1,1,0.4,0,0.0270724
72,4194304,17,1,1,1,0.4,0,2.53877
96,262144,17,1,1,1,0.4,0,0.103931
48,262144,17,1,1,1,0.4,0,0.129377
72,524288,17,1,1,1,0.4,0,0.228665
48,131072,17,1,1,1,0.4,0,0.0716622
72,131072,17,1,1,1,0.4,0,0.102498
72,32768,17,1,1,1,0.4,0,0.0500114
96,131072,17,1,1,1,0.4,0,0.10178
48,8192,17,1,1,1,0.4,0,0.0325143
24,4194304,17,1,1,1,0.4,0,4.65218
24,65536,17,1,1,1,0.4,0,0.0794883
24,2048,17,1,1,1,0.4,0,0.0186605
24,32768,17,1,1,1,0.4,0,0.0488126
96,32768,17,1,1,1,0.4,0,0.0390477
96,2097152,17,1,1,1,0.4,0,1.29245
72,16384,17,1,1,1,0.4,0,0.0415237
24,4096,18,1,1,1,0.1,0,0.018615
96,4194304,18,1,1,1,0.1,0,2.66607
24,4194304,18,1,1,1,0.1,0,4.54989
24,65536,18,1,1,1,0.1,0,0.0583549
48,4194304,18,1,1,1,0.1,0,2.93188
24,8192,18,1,1,1,0.1,0,0.0254097
24,2097152,18,1,1,1,0.1,0,1.94731
96,262144,18,1,1,1,0.1,0,0.176231
96,1048576,18,1,1,1,0.1,0,0.618514
24,1024,18,1,1,1,0.1,0,0.0196137
24,4096,18,1,1,1,0.1,0,0.025362
72,1024,18,1,1,1,0.1,0,0.0269139
72,262144,18,1,1,1,0.1,0,0.181471
48,2048,18,1,1,1,0.1,0,0.0271411
24,1024,18,1,1,1,0.1,0,0.0157528
48,4096,18,1,1,1,0.1,0,0.028708
72,2048,18,1,1,1,0.1,0,0.0289593
48,131072,18,1,1,1,0.1,0,0.11995
72,4096,18,1,1,1,0.1,0,0.0377684
24,2097152,18,1,1,1,0.1,0,2.36982
24,32768,18,1,1,1,0.1,0,0.0426366
24,262144,18,1,1,1,0.1,0,0.267733
96,8192,18,1,1,1,0.1,0,0.0345521
24,16384,18,1,1,1,0.1,0,0.033596
72,16384,18,1,1,1,0.1,0,0.0452065
96,32768,18,1,1,1,0.1,0,0.0501413
48,2097152,18,1,1,1,0.1,0,1.2745
48,65536,18,1,1,1,0.1,0,0.0568132
48,4096,18,1,1,1,0.1,0,0.0271149
48,1024,18,1,1,1,0.1,0,0.0205297
96,4194304,18,1,1,1,0.1,0,3.1002
24,262144,18,1,1,1,0.1,0,0.264504
96,4096,18,1,1,1,0.1,0,0.0328765
96,65536,18,1,1,1,0.1,0,0.0550342
48,2048,18,1,1,1,0.1,0,0.023612
96,1024,18,1,1,1,0.1,0,0.0218959
72,4194304,18,1,1,1,0.1,0,2.87738
72,65536,18,1,1,1,0.1,0,0.0648937
48,262144,18,1,1,1,0.1,0,0.210543
96,2048,18,1,1,1,0.1,0,0.027158
48,65536,18,1,1,1,0.1,0,0.0729499
72,2097152,18,1,1,1,0.1,0,1.433
24,524288,18,1,1,1,0.1,0,0.370204
72,2048,18,1,1,1,0.1,0,0.0245798
72,524288,18,1,1,1,0.1,0,0.351996
24,8192,18,1,1,1,0.1,0,0.0263653
72,4096,18,1,1,1,0.1,0,0.0384228
96,2048,18,1,1,1,0.1,0,0.0267696
72,1048576,18,1,1,1,0.1,0,0.695322
72,8192,18,1,1,1,0.1,0,0.0460172
48,16384,18,1,1,1,0.1,0,0.0343995
96,16384,18,1,1,1,0.1,0,0.0355229
72,8192,18,1,1,1,0.1,0,0.0356882
48,4194304,18,1,1,1,0.1,0,3.55772
96,524288,18,1,1,1,0.1,0,0.33509
96,131072,18,1,1,1,0.1,0,0.068857
48,2097152,18,1,1,1,0.1,0,1.76848
96,1024,18,1,1,1,0.1,0,0.0206182
72,32768,18,1,1,1,0.1,0,0.0453041
24,1048576,18,1,1,1,0.1,0,1.12987
24,1048576,18,1,1,1,0.1,0,0.881507
48,32768,18,1,1,1,0.1,0,0.0477605
48,524288,18,1,1,1,0.1,0,0.270577
48,1048576,18,1,1,1,0.1,0,0.577081
96,1048576,18,1,1,1,0.1,0,0.653832
48,524288,18,1,1,1,0.1,0,0.418514
48,1048576,18,1,1,1,0.1,0,0.885841
72,1048576,18,1,1,1,0.1,0,0.669302
72,262144,18,1,1,1,0.1,0,0.177305
96,16384,18,1,1,1,0.1,0,0.0396473
72,65536,18,1,1,1,0.1,0,0.068162
24,131072,18,1,1,1,0.1,0,0.143489
96,65536,18,1,1,1,0.1,0,0.0686386
24,131072,18,1,1,1,0.1,0,0.0989859
96,2097152,18,1,1,1,0.1,0,1.36257
48,16384,18,1,1,1,0.1,0,0.033994
24,2048,18,1,1,1,0.1,0,0.0178931
96,524288,18,1,1,1,0.1,0,0.270636
24,16384,18,1,1,1,0.1,0,0.0263729
96,4096,18,1,1,1,0.1,0,0.0330994
72,131072,18,1,1,1,0.1,0,0.0726845
72,2097152,18,1,1,1,0.1,0,1.56217
96,8192,18,1,1,1,0.1,0,0.0304012
72,1024,18,1,1,1,0.1,0,0.0306671
24,524288,18,1,1,1,0.1,0,0.550261
48,8192,18,1,1,1,0.1,0,0.0325384
48,32768,18,1,1,1,0.1,0,0.0404243
48,1024,18,1,1,1,0.1,0,0.0290039
72,4194304,18,1,1,1,0.1,0,3.65041
96,262144,18,1,1,1,0.1,0,0.165637
48,262144,18,1,1,1,0.1,0,0.192319
72,524288,18,1,1,1,0.1,0,0.285887
48,131072,18,1,1,1,0.1,0,0.0744002
72,131072,18,1,1,1,0.1,0,0.105933
72,32768,18,1,1,1,0.1,0,0.0494561
96,131072,18,1,1,1,0.1,0,0.103474
48,8192,18,1,1,1,0.1,0,0.028311
24,4194304,18,1,1,1,0.1,0,4.76199
24,65536,18,1,1,1,0.1,0,0.0789144
24,2048,18,1,1,1,0.1,0,0.0178328
24,32768,18,1,1,1,0.1,0,0.0492895
96,32768,18,1,1,1,0.1,0,0.0345023
96,2097152,18,1,1,1,0.1,0,1.34994
72,16384,18,1,1,1,0.1,0,0.0414517
24,4096,18,1,1,1,0.9,0,0.041487
96,4194304,18,1,1,1,0.9,0,2.50795
24,4194304,18,1,1,1,0.9,0,2.68165
24,65536,18,1,1,1,0.9,0,0.0503209
48,4194304,18,1,1,1,0.9,0,1.58371
24,8192,18,1,1,1,0.9,0,0.0232038
24,2097152,18,1,1,1,0.9,0,1.20452
96,262144,18,1,1,1,0.9,0,0.208096
96,1048576,18,1,1,1,0.9,0,0.431158
24,1024,18,1,1,1,0.9,0,0.0170493
24,4096,18,1,1,1,0.9,0,0.0259657
72,1024,18,1,1,1,0.9,0,0.0459878
72,262144,18,1,1,1,0.9,0,0.103507
48,2048,18,1,1,1,0.9,0,0.0362122
24,1024,18,1,1,1,0.9,0,0.0255024
48,4096,18,1,1,1,0.9,0,0.0332518
72,2048,18,1,1,1,0.9,0,0.0352631
48,131072,18,1,1,1,0.9,0,0.145852
72,4096,18,1,1,1,0.9,0,0.0782387
24,2097152,18,1,1,1,0.9,0,2.18151
24,32768,18,1,1,1,0.9,0,0.0310962
24,262144,18,1,1,1,0.9,0,0.279726
96,8192,18,1,1,1,0.9,0,0.0591156
24,16384,18,1,1,1,0.9,0,0.0548258
72,16384,18,1,1,1,0.9,0,0.0513601
96,32768,18,1,1,1,0.9,0,0.0835669
48,2097152,18,1,1,1,0.9,0,0.735168
48,65536,18,1,1,1,0.9,0,0.0513961
48,4096,18,1,1,1,0.9,0,0.0649443
48,1024,18,1,1,1,0.9,0,0.0337965
96,4194304,18,1,1,1,0.9,0,2.07569
24,262144,18,1,1,1,0.9,0,0.162948
96,4096,18,1,1,1,0.9,0,0.0308306
96,65536,18,1,1,1,0.9,0,0.0618465
48,2048,18,1,1,1,0.9,0,0.0480657
96,1024,18,1,1,1,0.9,0,0.0331273
72,4194304,18,1,1,1,0.9,0,2.71905
72,65536,18,1,1,1,0.9,0,0.103155
48,262144,18,1,1,1,0.9,0,0.232579
96,2048,18,1,1,1,0.9,0,0.0327826
48,65536,18,1,1,1,0.9,0,0.106211
72,2097152,18,1,1,1,0.9,0,1.31967
24,524288,18,1,1,1,0.9,0,0.257507
72,2048,18,1,1,1,0.9,0,0.0534577
72,524288,18,1,1,1,0.9,0,0.361482
24,8192,18,1,1,1,0.9,0,0.0504353
72,4096,18,1,1,1,0.9,0,0.0464962
96,2048,18,1,1,1,0.9,0,0.0418489
72,1048576,18,1,1,1,0.9,0,0.660903
72,8192,18,1,1,1,0.9,0,0.0789325
48,16384,18,1,1,1,0.9,0,0.0402527
96,16384,18,1,1,1,0.9,0,0.0430477
72,8192,18,1,1,1,0.9,0,0.0406716
48,4194304,18,1,1,1,0.9,0,3.31262
96,524288,18,1,1,1,0.9,0,0.347434
96,131072,18,1,1,1,0.9,0,0.0662584
48,2097152,18,1,1,1,0.9,0,1.66916
96,1024,18,1,1,1,0.9,0,0.0305905
72,32768,18,1,1,1,0.9,0,0.0471921
24,1048576,18,1,1,1,0.9,0,1.04845
24,1048576,18,1,1,1,0.9,0,0.549135
48,32768,18,1,1,1,0.9,0,0.0810039
48,524288,18,1,1,1,0.9,0,0.164413
48,1048576,18,1,1,1,0.9,0,0.348809
96,1048576,18,1,1,1,0.9,0,0.648765
48,524288,18,1,1,1,0.9,0,0.422472
48,1048576,18,1,1,1,0.9,0,0.808373
72,1048576,18,1,1,1,0.9,0,0.484122
72,262144,18,1,1,1,0.9,0,0.203782
96,16384,18,1,1,1,0.9,0,0.065979
72,65536,18,1,1,1,0.9,0,0.0569713
24,131072,18,1,1,1,0.9,0,0.164332
96,65536,18,1,1,1,0.9,0,0.10578
24,131072,18,1,1,1,0.9,0,0.0777853
96,2097152,18,1,1,1,0.9,0,0.946593
48,16384,18,1,1,1,0.9,0,0.0608714
24,2048,18,1,1,1,0.9,0,0.0285513
96,524288,18,1,1,1,0.9,0,0.184401
24,16384,18,1,1,1,0.9,0,0.028439
96,4096,18,1,1,1,0.9,0,0.0581503
72,131072,18,1,1,1,0.9,0,0.0713189
72,2097152,18,1,1,1,0.9,0,1.16393
96,8192,18,1,1,1,0.9,0,0.0361257
72,1024,18,1,1,1,0.9,0,0.0420375
24,524288,18,1,1,1,0.9,0,0.518829
48,8192,18,1,1,1,0.9,0,0.0380802
48,32768,18,1,1,1,0.9,0,0.0386415
48,1024,18,1,1,1,0.9,0,0.0299938
72,4194304,18,1,1,1,0.9,0,2.66983
96,262144,18,1,1,1,0.9,0,0.108234
48,262144,18,1,1,1,0.9,0,0.125114
72,524288,18,1,1,1,0.9,0,0.225147
48,131072,18,1,1,1,0.9,0,0.0598137
72,131072,18,1,1,1,0.9,0,0.136924
72,32768,18,1,1,1,0.9,0,0.0842764
96,131072,18,1,1,1,0.9,0,0.137836
48,8192,18,1,1,1,0.9,0,0.0709016
24,4194304,18,1,1,1,0.9,0,4.54678
24,65536,18,1,1,1,0.9,0,0.104446
24,2048,18,1,1,1,0.9,0,0.0221899
24,32768,18,1,1,1,0.9,0,0.0769389
96,32768,18,1,1,1,0.9,0,0.0365331
96,2097152,18,1,1,1,0.9,0,1.25624
72,16384,18,1,1,1,0.9,0,0.0827415
24,4096,18,1,1,1,0.65,0,0.0246508
96,4194304,18,1,1,1,0.65,0,2.50725
24,4194304,18,1,1,1,0.65,0,2.81745
24,65536,18,1,1,1,0.65,0,0.0476756
48,4194304,18,1,1,1,0.65,0,1.68575
24,8192,18,1,1,1,0.65,0,0.020705
24,2097152,18,1,1,1,0.65,0,1.27665
96,262144,18,1,1,1,0.65,0,0.20149
96,1048576,18,1,1,1,0.65,0,0.465276
24,1024,18,1,1,1,0.65,0,0.0130861
24,4096,18,1,1,1,0.65,0,0.0197711
72,1024,18,1,1,1,0.65,0,0.036391
72,262144,18,1,1,1,0.65,0,0.110024
48,2048,18,1,1,1,0.65,0,0.0380571
24,1024,18,1,1,1,0.65,0,0.0225573
48,4096,18,1,1,1,0.65,0,0.0281022
72,2048,18,1,1,1,0.65,0,0.0307095
48,131072,18,1,1,1,0.65,0,0.13141
72,4096,18,1,1,1,0.65,0,0.059099
24,2097152,18,1,1,1,0.65,0,2.20069
24,32768,18,1,1,1,0.65,0,0.0342448
24,262144,18,1,1,1,0.65,0,0.277934
96,8192,18,1,1,1,0.65,0,0.0460298
24,16384,18,1,1,1,0.65,0,0.0486314
72,16384,18,1,1,1,0.65,0,0.0435946
96,32768,18,1,1,1,0.65,0,0.0672743
48,2097152,18,1,1,1,0.65,0,0.789891
48,65536,18,1,1,1,0.65,0,0.0505228
48,4096,18,1,1,1,0.65,0,0.0428021
48,1024,18,1,1,1,0.65,0,0.0287118
96,4194304,18,1,1,1,0.65,0,2.19416
24,262144,18,1,1,1,0.65,0,0.166184
96,4096,18,1,1,1,0.65,0,0.0296581
96,65536,18,1,1,1,0.65,0,0.0560794
48,2048,18,1,1,1,0.65,0,0.0346541
96,1024,18,1,1,1,0.65,0,0.0278122
72,4194304,18,1,1,1,0.65,0,2.65817
72,65536,18,1,1,1,0.65,0,0.109945
48,262144,18,1,1,1,0.65,0,0.232463
96,2048,18,1,1,1,0.65,0,0.0287478
48,65536,18,1,1,1,0.65,0,0.0915828
72,2097152,18,1,1,1,0.65,0,1.34365
24,524288,18,1,1,1,0.65,0,0.272196
72,2048,18,1,1,1,0.65,0,0.0390472
72,524288,18,1,1,1,0.65,0,0.381297
24,8192,18,1,1,1,0.65,0,0.0394309
72,4096,18,1,1,1,0.65,0,0.0389035
96,2048,18,1,1,1,0.65,0,0.0431273
72,1048576,18,1,1,1,0.65,0,0.702717
72,8192,18,1,1,1,0.65,0,0.0649414
48,16384,18,1,1,1,0.65,0,0.0363088
96,16384,18,1,1,1,0.65,0,0.0362811
72,8192,18,1,1,1,0.65,0,0.0289085
48,4194304,18,1,1,1,0.65,0,3.33095
96,524288,18,1,1,1,0.65,0,0.362284
96,131072,18,1,1,1,0.65,0,0.0660329
48,2097152,18,1,1,1,0.65,0,1.7058
96,1024,18,1,1,1,0.65,0,0.0240076
72,32768,18,1,1,1,0.65,0,0.0461872
24,1048576,18,1,1,1,0.65,0,1.04048
24,1048576,18,1,1,1,0.65,0,0.573446
48,32768,18,1,1,1,0.65,0,0.0656717
48,524288,18,1,1,1,0.65,0,0.170271
48,1048576,18,1,1,1,0.65,0,0.373545
96,1048576,18,1,1,1,0.65,0,0.649572
48,524288,18,1,1,1,0.65,0,0.475502
48,1048576,18,1,1,1,0.65,0,0.802937
72,1048576,18,1,1,1,0.65,0,0.498031
72,262144,18,1,1,1,0.65,0,0.198835
96,16384,18,1,1,1,0.65,0,0.0576382
72,65536,18,1,1,1,0.65,0,0.0556986
24,131072,18,1,1,1,0.65,0,0.159039
96,65536,18,1,1,1,0.65,0,0.0878577
24,131072,18,1,1,1,0.65,0,0.0825548
96,2097152,18,1,1,1,0.65,0,1.00069
48,16384,18,1,1,1,0.65,0,0.0595388
24,2048,18,1,1,1,0.65,0,0.0215015
96,524288,18,1,1,1,0.65,0,0.191715
24,16384,18,1,1,1,0.65,0,0.0263207
96,4096,18,1,1,1,0.65,0,0.0435381
72,131072,18,1,1,1,0.65,0,0.0607228
72,2097152,18,1,1,1,0.65,0,1.23309
96,8192,18,1,1,1,0.65,0,0.0322568
72,1024,18,1,1,1,0.65,0,0.0311115
24,524288,18,1,1,1,0.65,0,0.554351
48,8192,18,1,1,1,0.65,0,0.024914
48,32768,18,1,1,1,0.65,0,0.0396676
48,1024,18,1,1,1,0.65,0,0.0233219
72,4194304,18,1,1,1,0.65,0,2.76885
96,262144,18,1,1,1,0.65,0,0.107041
48,262144,18,1,1,1,0.65,0,0.133783
72,524288,18,1,1,1,0.65,0,0.218605
48,131072,18,1,1,1,0.65,0,0.0600338
72,131072,18,1,1,1,0.65,0,0.134174
72,32768,18,1,1,1,0.65,0,0.0652587
96,131072,18,1,1,1,0.65,0,0.125008
48,8192,18,1,1,1,0.65,0,0.0481446
24,4194304,18,1,1,1,0.65,0,4.59476
24,65536,18,1,1,1,0.65,0,0.0943797
24,2048,18,1,1,1,0.65,0,0.0189979
24,32768,18,1,1,1,0.65,0,0.0592058
96,32768,18,1,1,1,0.65,0,0.0317681
96,2097152,18,1,1,1,0.65,0,1.25785
72,16384,18,1,1,1,0.65,0,0.0672276
24,4096,18,1,1,1,0.775,0,0.0314834
96,4194304,18,1,1,1,0.775,0,2.50821
24,4194304,18,1,1,1,0.775,0,2.72602
24,65536,18,1,1,1,0.775,0,0.0488968
48,4194304,18,1,1,1,0.775,0,1.60349
24,8192,18,1,1,1,0.775,0,0.0195858
24,2097152,18,1,1,1,0.775,0,1.20258
96,262144,18,1,1,1,0.775,0,0.209619
96,1048576,18,1,1,1,0.775,0,0.439021
24,1024,18,1,1,1,0.775,0,0.016391
24,4096,18,1,1,1,0.775,0,0.0243704
72,1024,18,1,1,1,0.775,0,0.0423081
72,262144,18,1,1,1,0.775,0,0.10489
48,2048,18,1,1,1,0.775,0,0.0265584
24,1024,18,1,1,1,0.775,0,0.0238101
48,4096,18,1,1,1,0.775,0,0.0354757
72,2048,18,1,1,1,0.775,0,0.0314412
48,131072,18,1,1,1,0.775,0,0.151761
72,4096,18,1,1,1,0.775,0,0.0703032
24,2097152,18,1,1,1,0.775,0,2.19812
24,32768,18,1,1,1,0.775,0,0.0331535
24,262144,18,1,1,1,0.775,0,0.258812
96,8192,18,1,1,1,0.775,0,0.0553243
24,16384,18,1,1,1,0.775,0,0.0526841
72,16384,18,1,1,1,0.775,0,0.0451665
96,32768,18,1,1,1,0.775,0,0.0848422
48,2097152,18,1,1,1,0.775,0,0.749825
48,65536,18,1,1,1,0.775,0,0.048497
48,4096,18,1,1,1,0.775,0,0.0508659
48,1024,18,1,1,1,0.775,0,0.0363309
96,4194304,18,1,1,1,0.775,0,2.08745
24,262144,18,1,1,1,0.775,0,0.163665
96,4096,18,1,1,1,0.775,0,0.0295804
96,65536,18,1,1,1,0.775,0,0.0560565
48,2048,18,1,1,1,0.775,0,0.0433123
